MILESTONE,Base Start,,,MILESTONE,Fijo Inicial InicioMovil,,,,,F2
MILESTONE,Destinos Especiales Start,,,MILESTONE,Logística Desretención,,,,,F2
MILESTONE,Dummy 2 Intermediate,,,MILESTONE,Dummy Intermediate,,,,,F2
MILESTONE,Facturacion Adicional Multi Start,,,MILESTONE,Logística Desretención,,,,,F2
MILESTONE,Facturacion Adicional Prorrateo Start,,,MILESTONE,Logística Desretención,,,,,F2
MILESTONE,Facturación Adicional Start,,,MILESTONE,Logística Desretención,,,,,F2
MILESTONE,Facturación Comp Perm Start,,,MILESTONE,Logística Desretención,,,,,F2
MILESTONE,Facturación Regulación Roaming Start,,,MILESTONE,Logística Desretención,,,,,F2

